Battle,Date,Name,Battle URI,Lattitude,Longitude,Filename,Heading for main subject,Description,Related organization/service branch,Reference URL,Start Date,End Date
2nd Battle of the Somme,21 August-3 September 1918,Stanley Charles Smith,http://id.loc.gov/authorities/subjects/sh85124801,50.18333,1.65,wwi_service_records_b3_f579,"Smith, Stanley Charles","File documenting the participation of Stanley Charles Smith in World War I. Smith enlisted on August 3, 1917, and served in Houston, Texas, as a mechanic with the 130th Infantry. While overseas, he participated in the Meuse-Argonne Offensive, the Battle of the Somme, battles at the Verdun front in Bois de Chaume, France, and at Marcheville, France. He was hospitalized at Field Hospital no. 55 in Toul, France, on November 10, 1918, and again in December 1918 at Base Hospital no. 27 in Angers, France. Smith was discharged on May 27, 1919. File includes a survey, photo, and letter.","United States. Army; United States. Army. Infantry Regiment, 130th (1917-1959)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7274,1918-05,1918-06
2nd Battle of the Villers-Bretonneux,24-27 April 1918,Doy William Skinner,,49.86844,2.51688,wwi_service_records_b3_f564,"Skinner, Doy William","File documenting the participation of Doy William Skinner in World War I. Skinner enlisted on July 30, 1917, and was stationed in Pontiac, Illinois, with the 3rd Illinois Infantry, which later became the 129th Infantry. He transferred to Camp Logan, Texas on October 10, 1917. He was sent overseas on May 9, 1918, and participated in the Battle of Villiers-Bretonneux, on the Albert Front, the Meuse-Argonne Offensive, and at Dead Man's Hill in the Battle of Verdun. At Verdun, he was hit in the heart by shrapnel and died on October 17, 1918. His body was returned to the States on August 1, 1921. File includes a survey, photo, letters, newspaper clippings, and a card with Skinner's name with a gold star (used to denote the files of individuals who died in the line of duty). Description supplemented by information from Fold3.","United States. Army; United States. Army. Illinois Infantry Regiment, 3rd; United States. Army. Infantry Regiment, 129th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7112,1918-05-27,1918-06-06
Battle of Belleau Wood,1-26 June 1918,Percy Burdelle Caley,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b1_f088,"Caley, Percy Burdelle","File documenting the participation of Percy Burdelle Caley in World War I. He enlisted on April 27, 1917, and served in the 6th Marine Regiment in Quantico, Virginia. He was sent overseas on September 17, 1917, and was stationed in France at Germanvilliers, Sommedieue, Haudiomont, and Belleau Woods. He participated in engagements at Haudiomont in May 1918 and the Battle of Belleau Woods in June 1918. On September 1, 1918, he joined the 202nd Military Police Company in Paris, France, in the pass and permit office. Caley returned to the States on March 25, 1919, and was discharged May 17, 1919. File includes a survey.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1113,1918-05-27,1918-06-06
Battle of Belleau Wood,1-26 June 1918,Clarence Glenn McTaggart,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b3_f416,"McTaggart, Clarence Glenn","File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H??nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,1918-06-01,1918-06-26
Battle of Belleau Wood,1-26 June 1918,Clyde Loughridge Todd,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b4_f620,"Todd, Clyde Loughridge","File documenting the participation of Clyde Loughridge Todd in World War I. Todd enlisted on August 1, 1917, and was first stationed at the Marine Corps Recruit Depot at Parris Island, South Carolina. He transferred to Quantico, Virginia, in February 1918, and was sent overseas on March 13, 1918. He joined the 6th Marines while in France. He participated in the battles at Belleau Woods, Soissons, St. Mihiel, Blanc Mont Ridge and St Etienne, and the Meuse-Argonne Offensive. He was hospitalized twice. From July 19, 1918, to August 10, 1918, he was at the Toul, France, Base Hosptial no. 27 from shrapnel wounds to his shoulder and arm. From November 4, 1918, to December 12, 1918, he was at Base Hosptial no. 41 in Paris for a shrapnel wound in his ankle. Todd left France on December 25, 1918, and was discharged at Quantico, Virginia, on April 14, 1919. File includes a survey, photo, postcards, RSVP card, and letters. Description supplemented by information from Fold3.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8555,1918-06-01,1918-06-26
Battle of Belleau Wood,1-26 June 1918,Elbert Lawrence Perry,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b3_f482,"Perry, Elbert Lawrence","File documenting the participation of Elbert Lawrence Perry in World War I. Perry enlisted on June 1, 1917, in the Marine Corps and trained at Parris Island, South Carolina with the 60th Marines. He transferred to the 84th Marines in Quantico, Virginia, on September 19, 1917. He left for France on October 31, 1917. He spent 60 days in the Verdun Sector, and participated in the battles at Chateau-Thierry, Belleau Woods, and the Second battle of Soissons. He was hospitalized for a gunshot wound on July 19, 1918, at Base Hospital no. 27. He joined the 6th Marines Guard Company at Blois and Brest in France. He returned to the States on January 6, 1919, and was stationed at Quantico, Virginia, with the 14th Marines. On June 9, 1919, he was transferred to Milwaukee, Wisconsin, for recruiting duty. He was transferred to Denver, Colorado, on August 1, 1919, for recruiting. File includes a survey, signature card, photos, a postcard, letters, RSVP card, newspaper clippings, and a booklet documenting the 6th Marine Regiment's involvement in the Battles of Chateau-Thierry and Belleau Woods.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 60th; United States. Marine Corps. Marine Regiment, 84th; United States. Marine Corps. Marine Regiment, 6th; United States. Marine Corps. Marine Regiment, 14th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/6019,1918-06-01,1918-06-26
Battle of Belleau Wood,1-26 June 1918,Grover William Kerr,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b2_f346,"Kerr, Grover William","File documenting the participation of Grover William Kerr in World War I. Kerr enlisted on August 2, 1917, in the Marine Corps and first served on Paris Island, South Carolina. He transferred to Quantico, Virginia, to join the 119th Replacement Battalion. He left for France on February 6, 1918, and joined the 6th Marine Regiment. He participated in the Battles of Verdun, Chateau-Thierry, St. Mihiel, and Soissons, and the engagements in Pont-A-Mousson, Belleau Wood, and Meuse-Argonne Offensive. He was wounded in battle three times and was hospitalized at Base Hospital no. 51 in Toul, France, Base Hospital no. 33 in Neafchateau, France, and Base Hospital no. 27 in Angers, France. Kerr remained in Rhenbohl, Germany, after the war, and later began teaching at the American Expeditionary Forces University in Beaune, France. He returned to the States in September 1919. File includes a survey, address card, letters, and newspaper clippings.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th; American Expeditionary Forces University (Beaune, France)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/4199,1918-06-01,1918-06-26
Battle of Belleau Wood,1-26 June 1918,James Tennant Elliott,http://id.loc.gov/authorities/subjects/sh85013042,49.07143,3.29417,wwi_service_records_b1_f184,"Elliott, James Tennant","File documenting the participation of James Tennant Elliott in World War I. Elliott enlisted on May 16, 1917, in the U.S. Marines. He was stationed with the 6th Regiment at Parris Island, South Carolina, and transferred to Quantico, Virginia. He was sent to France in September 1917. He participated in the battles at Verdun, Belleau Woods, Chateau-Thierry, St. Miheil, and Soissons, and in the Meuse-Argonne Offensive and the Pont-a-Mousson Offensive. He left France on July 25, 1919, and was discharged in August 1919. File includes a survey, letters, a postcard, and newspaper clippings.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th;",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2284,1918-06-01,1918-06-26
Battle of Blanc Mont Ridge,3-27 October 1918,Clarence Glenn McTaggart,,49,4.5,wwi_service_records_b3_f416,"McTaggart, Clarence Glenn","File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H??nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,1918-06-01,1918-06-26
Battle of Blanc Mont Ridge,3-27 October 1918,Clyde Loughridge Todd,,49,4.5,wwi_service_records_b4_f620,"Todd, Clyde Loughridge","File documenting the participation of Clyde Loughridge Todd in World War I. Todd enlisted on August 1, 1917, and was first stationed at the Marine Corps Recruit Depot at Parris Island, South Carolina. He transferred to Quantico, Virginia, in February 1918, and was sent overseas on March 13, 1918. He joined the 6th Marines while in France. He participated in the battles at Belleau Woods, Soissons, St. Mihiel, Blanc Mont Ridge and St Etienne, and the Meuse-Argonne Offensive. He was hospitalized twice. From July 19, 1918, to August 10, 1918, he was at the Toul, France, Base Hosptial no. 27 from shrapnel wounds to his shoulder and arm. From November 4, 1918, to December 12, 1918, he was at Base Hosptial no. 41 in Paris for a shrapnel wound in his ankle. Todd left France on December 25, 1918, and was discharged at Quantico, Virginia, on April 14, 1919. File includes a survey, photo, postcards, RSVP card, and letters. Description supplemented by information from Fold3.","United States. Marine Corps; Parris Island (S.C. : Recruit depot); United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/8555,1918-07-04,1918-07-04
Battle of Château-Thierry,18 July 1918,Bane Bryan Blankenship,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b1_f052,"Blankenship, Bane Bryan","File documenting the participation of Bane Bryan Blankenship in World War I. He enlisted on December 13, 1917. He received training at Camp Sevier, South Carolina, with the 646th Aero Squadron and was sent overseas on April 30, 1918. He participated in the Battle of Chateau Thierry. He was hospitalized at three different towns in France, including Bordeaux, and later at Fort Snelling, Minnesota, and Camp Grant, Illinois. He was discharged on February 1, 1919. File includes a survey, an address card, a photo, and an RSVP card. Description supplemented by information from Fold3.","United States. Army; United States. Army. Air Service; United States. Army. Air Service. Aero Squadron, 646th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/770,1918-07-04,1918-07-04
Battle of Château-Thierry,18 July 1918,Grover William Kerr,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b2_f346,"Kerr, Grover William","File documenting the participation of Grover William Kerr in World War I. Kerr enlisted on August 2, 1917, in the Marine Corps and first served on Paris Island, South Carolina. He transferred to Quantico, Virginia, to join the 119th Replacement Battalion. He left for France on February 6, 1918, and joined the 6th Marine Regiment. He participated in the Battles of Verdun, Chateau-Thierry, St. Mihiel, and Soissons, and the engagements in Pont-A-Mousson, Belleau Wood, and Meuse-Argonne Offensive. He was wounded in battle three times and was hospitalized at Base Hospital no. 51 in Toul, France, Base Hospital no. 33 in Neafchateau, France, and Base Hospital no. 27 in Angers, France. Kerr remained in Rhenbohl, Germany, after the war, and later began teaching at the American Expeditionary Forces University in Beaune, France. He returned to the States in September 1919. File includes a survey, address card, letters, and newspaper clippings.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th; American Expeditionary Forces University (Beaune, France)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/4199,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,James Kenneth Coppenbarger,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b1_f130,"Coppenbarger, James Kenneth","File documenting the participation of James Kenneth Coppenbarger in World War I. Coppenbarger enlisted on April 16, 1917, and served in the 18th Infantry Regiment. He was sent overseas on June 14, 1917, and participated in the Argonne-Meuse Offensive, the Battle of Chateau-Thierry, the Second Battle of Marne, and the Battle of St. Mihiel. Coppenbarger returned to the States on September 4, 1919, and was discharged within the month. File includes a survey, newspaper clippings, and an RSVP card.","United States. Army; United States. Army. Infantry Regiment, 18th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1777,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,James Tennant Elliott,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b1_f184,"Elliott, James Tennant","File documenting the participation of James Tennant Elliott in World War I. Elliott enlisted on May 16, 1917, in the U.S. Marines. He was stationed with the 6th Regiment at Parris Island, South Carolina, and transferred to Quantico, Virginia. He was sent to France in September 1917. He participated in the battles at Verdun, Belleau Woods, Chateau-Thierry, St. Miheil, and Soissons, and in the Meuse-Argonne Offensive and the Pont-a-Mousson Offensive. He left France on July 25, 1919, and was discharged in August 1919. File includes a survey, letters, a postcard, and newspaper clippings.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th;",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2284,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,John Bruce Carlock,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b1_f090,"Carlock, John Bruce","File documenting the participation of John Bruce Carlock in World War I. Carlock first served in the Engineering Corps and transferred to the Officer's Training Corps. While at the Vancouver Barracks. He transferred to the 1st Gas Regiment with the 30th Engineers on December 10th, 1917, and was sent overseas on December 16, 1917. He participated in occupations of the Loos, Toul, and Vosges, France, and the battles of Chateau Thierry, Saint Mihiel, and Meuse-Argonne. He returned to the States on January 24, 1918. Carlock was discharged on March 15, 1919. File includes a survey, a post card, letters, and newspaper clippings.","United States. Army; United States. Army. Corps of Engineers; United States. Army. Gas Regiment, 1st",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1262,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,Otto Hugo Guenther,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b2_f243,"Guenther, Otto Hugo","File documenting the participation of Otto Hugo Guenther in World War I. Geunther enlisted on December 7, 1917, and was first stationed at Newport News, Virginia, in the 4th regiment of the Infantry in the Medical Department. He arrived in France on April 15, 1918, and served in the 2nd Battle of Marne, Battle of Ch?óteau-Thierry, and the Meuse-Argonne Offensive. He was injured during the Battle of Ch?óteau-Thierry when he removed his gas mask too soon after a gas shells attack, and later he got shrapnel in his knee at the Meuse-Argonne Offensive. He was sent back to the states to General Hospital #28 at Fort Sheridan, Illinois, on December 16, 1918, to be treated for his injuries. Geunther was discharged on September 19, 1919. File includes a survey, a photo, letters, a postcard, and newspaper clippings.","United States. Army; United States. Army. Infantry Regiment, 4th; United States. Army. Medical Department;",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/3145,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,Paul H. Martin,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f423,"Martin, Paul H.","File documenting the participation of Paul H. Martin in World War I. Martin enlisted on May 1, 1917, and was first stationed at Fort Riley, Kansas, in the medical department of the 26th Infantry. He was sent overseas in September 1917, and participated in the Battle at Chateau-Thierry and the Meuse-Argonne Offensive. He returned to the States on March 26, 1919, and was briefly hospitalized for an injury received while on the front lines. Martin was discharged on August 22, 1919. File includes newspaper clippings and an RSVP card. Description supplemented with information from Fold3","United States. Army; United States. Army. Infantry Regiment, 26th (1901-1957); United States. Army. Medical Department; United States. Army. Infantry Regiment, 340th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5238,1918-07-15,1918-07-24
Battle of Château-Thierry,18 July 1918,Ralph R. Hoover,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b2_f294,"Hoover, Ralph R.",File documenting the participation of Ralph R. Hoover in World War I. Hoover served with the 2nd Engineers in France and participated in both the Meuse?ÇôArgonne offensive and the Battle of Ch?óteau-Thierry. He returned to the States in August 1919 and was discharged that month. File includes newspaper clippings.,"United States. Army; United States. Army. Engineer Regiment, 2nd",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/3709,1918-07-15,1918-07-18
Battle of Château-Thierry,18 July 1918,Carl Weems Smith,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f569,"Smith, Carl Weems","File documenting the participation of Carl Weems Smith in World War I. Smith served with the 6th Marine Corps. He was a drill sergeant at the Marine Corps Recruit Depot on Parris Island, South Carolina, until he was sent overseas in July 1918. He participated in battles at the Toulon Sector, the Aisne Defensive, the Battle of Chateau Thierry, the Aisne Marne Offensive, at the Marbache Sector, the Battle of St. Mihiel, and at the Champagne Sector. He was wounded on October 8, 1918, while at the Champagne Sector. Smith returned to the States on July 25, 1919. File includes a survey, letter, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th; Parris Island (S.C. : Recruit depot)",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/7167,1918-07-18,1918-07-18
Battle of Château-Thierry,18 July 1918,Clarence Glenn McTaggart,http://id.loc.gov/authorities/subjects/sh85022759,49.04636,3.40304,wwi_service_records_b3_f416,"McTaggart, Clarence Glenn","File documenting the participation of Clarence Glenn McTaggart in World War I. McTaggart enlisted on May 19, 1917, and trained at the Marine Corps Recruit Depot on Parris Island, South Carolina. He transferred to Quantico, Virginia, on August 18, 1917, and arrived at St. Nazaire, France, on October 6, 1918. He transferred to Brest, France, on November 3, 1917, then to Vosges, France, on January 23, 1918, for training. He was in the Verdun Sector from March 17 to May 11, 1918. He participated in the Battles of Chateau-Thierry, Belleau Woods, St. Mihiel, Blanc Mont Ridge in Champagne, and the Muese-Argonne Offensive. He was injured during the battles of Chateau-Thierry and Belleau Woods and was hospitalized in Vichy, France, from July 15 to August 4, 1918. After the armistice was signed, he was stationed at Niederhammerstein and H??nningen, Germany. File includes a survey, photos, letters, newspaper clippings, and an RSVP card.","United States. Marine Corps; United States. Marine Corps. Marine Regiment, 6th",http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5129,1918-07-18,1918-07-18
