Name,Location,Filename,Heading for main subject,Title,Description,Related organization/service branch,Related organization/service branch URI,Topics,Topics URI,Genre/format,URI (from Location),Latitude (from Location),Longitude (from Location),Women,Gold Star,Influenza,Reference URL,CONTENTdm number
Hazel Beatrix Boman,Chicago (Ill.),wwi_service_records_b1_f054,"Boman, Hazel Beatrix",Hazel Beatrix Boman file,"File documenting the participation of Hazel Beatrix Boman in World War I. She served in the Army Nurse Corps first at Camp Grant, Illinois, and then at the Children's Memorial Hospital in Chicago, Illinois. File includes address card, Boman's service record card, and RSVP card.",United States. Army Nurse Corps;,https://id.loc.gov/authorities/names/n50071170,"Boman, Hazel Beatrix; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4887398/,41.85003,-87.6501,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/466,466
Julia L. Burkhard,Camp Kearny (Calif.),wwi_service_records_b1_f079,"Burkhard, Julia L.",Julia L. Burkhard file,File documenting the participation of Julia L. Burkhard in World War I. She was the music assistant at ISNU and stationed at Camp Kearney in California working for the YMCA. File includes a newspaper clipping.,YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Burkhard, Julia L.; World War, 1914-1918; Illinois State Normal University--Faculty",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,reply cards; newspaper clippings;,,32.86602,-117.093,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1062,1062
Cornelia Clampett,San Francisco (Calif.),wwi_service_records_b1_f104,"Clampett, Cornelia",Cornelia Clampett file,"File documenting the participation of Cornelia Clampett in World War I. She served in the Red Cross Motor Corps in San Francisco. File includes a survey, a service record card, a postcard, and a newspaper clipping.",American National Red Cross. Women's Motor Corps,http://id.loc.gov/authorities/names/n2002126201,"Clampett, Cornelia; World War, 1914-1918; University High School (Normal, Ill.)--Students; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898 ; http://id.loc.gov/authorities/names/n2008164374; http://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); postcards; newspaper clippings;,https://www.geonames.org/5391959/,37.77493,-122.419,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1510,1510
Elizabeth Taylor Cleveland,Camiers (France),wwi_service_records_b1_f111,"Cleveland, Elizabeth Taylor",Elizabeth Taylor Cleveland file,"File documenting the participation of Elizabeth Taylor Cleveland in World War I. Cleveland enlisted on May 16, 1917, in the Nursing Corps and served in the Northwestern Unit. She worked at Base Hospital #12 in Dannes-Camiers, France, and Evacuation Hospital #26 in Neuenahr, Germany. File includes Cleveland's service record card, letters, a postcard, and a newspaper clipping.","United States. Army Nurse Corps; United States. Army. Base Hospital No. 12; United States. Army. Evacuation Hospital, 26th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Cleveland, Elizabeth Taylor; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); letters (correspondence); postcards; letters (correspondence);,https://www.geonames.org/3029012/,50.57153,1.61325,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1492,1492
Elizabeth Taylor Cleveland,Neuenahr (Germany),wwi_service_records_b1_f111,"Cleveland, Elizabeth Taylor",Elizabeth Taylor Cleveland file,"File documenting the participation of Elizabeth Taylor Cleveland in World War I. Cleveland enlisted on May 16, 1917, in the Nursing Corps and served in the Northwestern Unit. She worked at Base Hospital #12 in Dannes-Camiers, France, and Evacuation Hospital #26 in Neuenahr, Germany. File includes Cleveland's service record card, letters, a postcard, and a newspaper clipping.","United States. Army Nurse Corps; United States. Army. Base Hospital No. 12; United States. Army. Evacuation Hospital, 26th",https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Cleveland, Elizabeth Taylor; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2953392/,50.54484,7.13386,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1492,1492
May Connard,Camiers (France),wwi_service_records_b1_f120,"Connard, May",May Connard file,"File documenting the participation of May Connard in World War I. Connard enlisted in August 1917 and served in the Nurse Corps and was stationed at Base Hospital #12 in Dannes-Camiers, France. She left for France on September 18, 1917, and returned on April 16, 1919. File includes Connard's service record, two letters, and an RSVP card. Description supplemented by information from Fold3.",United States. Army Nurse Corps; United States. Army. Base Hospital No. 12,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170; https://id.loc.gov/authorities/names/no2016011065,"Connard, May; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); letters (correspondence); reply cards;,https://www.geonames.org/3029012/,50.57153,1.61325,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1652,1652
Ruth M. Cook,Boston (Mass.),wwi_service_records_b1_f123,"Cook, Ruth M.",Ruth M. Cook file,"File documenting the participation of Ruth M. Cook in World War I. Cook enlisted on October 23, 1918, and was an occupational therapy aide in the Medical Department at U.S. Army General Hospital #10 in Boston. She transferred to Staten Island, New York, in June 1919 to serve at the U.S. Army General Hospital #41. File includes survey, address card, index cards, service record card, and newspaper clippings.",United States. Army; United States. Army. Medical Department; United States. Army. General Hospital No. 10; United States. Army. General Hospital No. 41,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Cook, Ruth M.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); index cards; newspaper clippings; photographs,https://www.geonames.org/4930956/,42.35843,-71.0598,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1136,1136
Ruth M. Cook,"Staten Island (New York, N.Y.)",wwi_service_records_b1_f123,"Cook, Ruth M.",Ruth M. Cook file,"File documenting the participation of Ruth M. Cook in World War I. Cook enlisted on October 23, 1918, and was an occupational therapy aide in the Medical Department at U.S. Army General Hospital #10 in Boston. She transferred to Staten Island, New York, in June 1919 to serve at the U.S. Army General Hospital #41. File includes survey, address card, index cards, service record card, and newspaper clippings.",United States. Army; United States. Army. Medical Department; United States. Army. General Hospital No. 10; United States. Army. General Hospital No. 41,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n2015180486,"Cook, Ruth M.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/5139568/,40.56233,-74.1399,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/1136,1136
Laurie Renshaw Frazeur,Savoie (France),wwi_service_records_b2_f208,"Frazeur, Laurie Renshaw",Laurie Renshaw Frazeur file,"File documenting the participation of Laurie Renshaw Frazeur in World War I. Frazeur enlisted in June 1918 to work with the YMCA. She was sent overseas in September 1918 to Savoie, France, and Treves, Germany. On April 16, 1919, she transferred to the Army Educational Corps. She returned on July 7, 1919. File includes a survey, Frazeur's service card, letters, and newspaper clippings.",YMCA of the USA; United States. Army; YMCA Army Educational Commission,http://id.loc.gov/authorities/names/n83009466; https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n83009466,"Frazeur, Laurie Renshaw; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); letters (correspondence); newspaper clippings;,https://www.geonames.org/2975518/,45.4,6.5,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2816,2816
Laurie Renshaw Frazeur,Trier (Germany),wwi_service_records_b2_f208,"Frazeur, Laurie Renshaw",Laurie Renshaw Frazeur file,"File documenting the participation of Laurie Renshaw Frazeur in World War I. Frazeur enlisted in June 1918 to work with the YMCA. She was sent overseas in September 1918 to Savoie, France, and Treves, Germany. On April 16, 1919, she transferred to the Army Educational Corps. She returned on July 7, 1919. File includes a survey, Frazeur's service card, letters, and newspaper clippings.",YMCA of the USA; United States. Army; YMCA Army Educational Commission,http://id.loc.gov/authorities/names/n83009466; https://id.loc.gov/authorities/names/n79063202; http://id.loc.gov/authorities/names/n83009466,"Frazeur, Laurie Renshaw; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2821164/,49.75565,6.63935,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2816,2816
Alice Edith Gent,Brest (France),wwi_service_records_b2_f218,"Gent, Alice Edith",Alice Edith Gent file,"File documenting the participation of Alice Edith Gent in World War I. Gent enlisted in November 1918 to serve with the Y.M.C.A. and served in the Canteen Service at Camp Federes in Brest, France. She also served as the Hostess of Convalescent Home at Chateau Kerguillau in Brittany, France. Gent was discharged in September 1919. File includes her service record card.",YMCA of the USA;,http://id.loc.gov/authorities/names/n83009466,"Gent, Alice Edith; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/3030300/,48.39029,-4.48628,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/2930,2930
Frances Peters Kendrick,Washington (D.C.),wwi_service_records_b2_f344,"Kendrick, Frances Peters",Frances Peters Kendrick file,"File documenting the participation of Frances Peters Kendrick in World War I. Kendrick joined the Navy Reserves on September 4, 1918. She was stationed in Washington, D.C., in the Correspondence Division of Enlisted Personnel in the Bureau of Navigation. She was released from active duty on July 31, 1919. File includes letters from Kendrick. Additional materials on Frances Peters Kendrick can be found in this collection in the Frances Elizabeth Peters file (Kendrick's maiden name).",United States. Navy; United States. Naval Reserve,https://id.loc.gov/authorities/names/n79059051; https://id.loc.gov/authorities/names/n79063892,"Kendrick, Frances Peters; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,letters (correspondence);,https://www.geonames.org/4140963/,38.89511,-77.0364,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/4307,4307
Elizabeth I. Matheny,Saint-Nazaire (France),wwi_service_records_b3_f424,"Matheny, Elizabeth I.",Elizabeth I. Matheny file,"File documenting the participation of Elizabeth I. Matheny in World War I. Matheny entered the service in August 1918 and was stationed overseas with the Y.M.C.A. working at the canteen and cafeteria at the Y.M.C.A. hut in St. Nazaire, France. She returned to the States on August 4, 1919, and left the service on August 16, 1919. File includes a survey, Matheny's service record card, photos, and a letter. Description supplemented by information from Fold3.",YMCA of the USA,http://id.loc.gov/authorities/names/n83009466,"Matheny, Elizabeth I.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,questionnaires; cards (information artifacts); photographs; letters (correspondence);,https://www.geonames.org/2977921/,47.27506,-2.2179,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5180,5180
Mildred Louise McConnell,Beaune (France),wwi_service_records_b3_f401,"McConnell, Mildred Louise",Mildred Louise McConnell file,"File documenting the participation of Mildred Louise McConnell in World War I. McConnell enlisted in June 1918 in the Red Cross as a Hut Directress overseas. She was stationed in Beaune and Toul, France. McConnell was discharged on July 6, 1919. File includes her service record card.",American National Red Cross,https://id.loc.gov/authorities/names/n79096723,"McConnell, Mildred Louise; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts);,https://www.geonames.org/3034126/,47.02413,4.83887,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5007,5007
Mildred Louise McConnell,Toul (France),wwi_service_records_b3_f401,"McConnell, Mildred Louise",Mildred Louise McConnell file,"File documenting the participation of Mildred Louise McConnell in World War I. McConnell enlisted in June 1918 in the Red Cross as a Hut Directress overseas. She was stationed in Beaune and Toul, France. McConnell was discharged on July 6, 1919. File includes her service record card.",American National Red Cross,https://id.loc.gov/authorities/names/n79096723,"McConnell, Mildred Louise; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/2972350/,48.68075,5.89115,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5007,5007
Mary Grace McCormick,Chicago (Ill.),wwi_service_records_b3_f403,"McCormick, Mary Grace",Mary Grace McCormick file,"File documenting the participation of Mary Grace McCormick in World War I. McCormick enlisted on February 2, 1918, and served in the Medical Corps as a Reconstruction Aide in Chicago, Fort Snelling, Minnesota, Elgin, Illinois, and Camp Grant, Illinois. She was discharged on May 8, 1919. File includes a service record card and photo.",United States. Army; United States. Army. Medical Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"McCormick, Mary Grace; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); photographs;,https://www.geonames.org/4887398/,41.85003,-87.6501,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5004,5004
Mary Grace McCormick,Fort Snelling (Minn.),wwi_service_records_b3_f403,"McCormick, Mary Grace",Mary Grace McCormick file,"File documenting the participation of Mary Grace McCormick in World War I. McCormick enlisted on February 2, 1918, and served in the Medical Corps as a Reconstruction Aide in Chicago, Fort Snelling, Minnesota, Elgin, Illinois, and Camp Grant, Illinois. She was discharged on May 8, 1919. File includes a service record card and photo.",United States. Army; United States. Army. Medical Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"McCormick, Mary Grace; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,,44.8858,-93.178,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5004,5004
Mary Grace McCormick,Elgin (Ill.),wwi_service_records_b3_f403,"McCormick, Mary Grace",Mary Grace McCormick file,"File documenting the participation of Mary Grace McCormick in World War I. McCormick enlisted on February 2, 1918, and served in the Medical Corps as a Reconstruction Aide in Chicago, Fort Snelling, Minnesota, Elgin, Illinois, and Camp Grant, Illinois. She was discharged on May 8, 1919. File includes a service record card and photo.",United States. Army; United States. Army. Medical Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"McCormick, Mary Grace; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4890864/,42.03725,-88.2812,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5004,5004
Mary Grace McCormick,Camp Grant (Ill.),wwi_service_records_b3_f403,"McCormick, Mary Grace",Mary Grace McCormick file,"File documenting the participation of Mary Grace McCormick in World War I. McCormick enlisted on February 2, 1918, and served in the Medical Corps as a Reconstruction Aide in Chicago, Fort Snelling, Minnesota, Elgin, Illinois, and Camp Grant, Illinois. She was discharged on May 8, 1919. File includes a service record card and photo.",United States. Army; United States. Army. Medical Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n85185770,"McCormick, Mary Grace; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/4886432/,42.20836,-89.0823,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5004,5004
Mabel L. Morgan,Camp Grant (Ill.),wwi_service_records_b3_f441,"Morgan, Mabel L.",Mabel L. Morgan file,"File documenting the participation of Mabel L. Morgan in World War I. Morgan volunteered on November 3, 1917, in the Army Nurse Corps and received training at Camp Grant, Illinois. She transferred to Fort Sill, Oklahoma, on January 26, 1918. On November 9, 1918, she was sent to Hoboken, New Jersey, where she was prepared to leave for France with Base Hospital #90, but the armistice was signed. She stayed at a hospital in the area until April 13, 1919. File includes a Morgan's service record card, letters, and an RSVP card.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Morgan, Mabel L.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,cards (information artifacts); letters (correspondence); reply cards;,https://www.geonames.org/4886432/,42.20836,-89.0823,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5458,5458
Mabel L. Morgan,Fort Sill (Okla.),wwi_service_records_b3_f441,"Morgan, Mabel L.",Mabel L. Morgan file,"File documenting the participation of Mabel L. Morgan in World War I. Morgan volunteered on November 3, 1917, in the Army Nurse Corps and received training at Camp Grant, Illinois. She transferred to Fort Sill, Oklahoma, on January 26, 1918. On November 9, 1918, she was sent to Hoboken, New Jersey, where she was prepared to leave for France with Base Hospital #90, but the armistice was signed. She stayed at a hospital in the area until April 13, 1919. File includes a Morgan's service record card, letters, and an RSVP card.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Morgan, Mabel L.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/7267494/,34.67072,-98.3866,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5458,5458
Mabel L. Morgan,Hoboken (N.J.),wwi_service_records_b3_f441,"Morgan, Mabel L.",Mabel L. Morgan file,"File documenting the participation of Mabel L. Morgan in World War I. Morgan volunteered on November 3, 1917, in the Army Nurse Corps and received training at Camp Grant, Illinois. She transferred to Fort Sill, Oklahoma, on January 26, 1918. On November 9, 1918, she was sent to Hoboken, New Jersey, where she was prepared to leave for France with Base Hospital #90, but the armistice was signed. She stayed at a hospital in the area until April 13, 1919. File includes a Morgan's service record card, letters, and an RSVP card.",United States. Army Nurse Corps,https://id.loc.gov/authorities/names/n79063202; https://id.loc.gov/authorities/names/n50071170,"Morgan, Mabel L.; World War, 1914-1918; Illinois State Normal University--Students",https://id.loc.gov/authorities/subjects/sh85148236; https://id.loc.gov/authorities/names/n93011898,,https://www.geonames.org/5099133/,40.74399,-74.0324,TRUE,,,http://cdm15990.contentdm.oclc.org/cdm/ref/collection/WWI_records/id/5458,5458
